검색 키워드111,,,,,,,,,,,,,,,
2021년 10월 1일 (금) - 2021년 12월 31일 (금),,,,,,,,,,,,,,,
캠페인,광고그룹,검색 키워드,Google 검색 키워드 검색 유형,통화 코드,클릭수,노출수,클릭률(CTR),평균 CPC,비용,노출수(절대 상단) %,노출수(상단) %,전환,조회 후 전환,전환당비용,전환율
2_주력 상품,①_풀필먼트,해외물류,확장검색,KRW,3,178,1.69%,278,835,10.34%,58.62%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,드랍쉬핑업체,확장검색,KRW,3,33,9.09%,257,771,0.00%,19.23%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,타오바오배대지,확장검색,KRW,3,762,0.39%,250,750,25.00%,50.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,밀크런,확장검색,KRW,3,94,3.19%,239,716,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,재고시스템,확장검색,KRW,3,321,0.93%,283,848,0.00%,11.45%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,중국 구매대행 업체,확장검색,KRW,3,123,2.44%,241,724,0.00%,15.38%,0,0, --,0.00%
3_비주력 상품,③_기타,물류팀,확장검색,KRW,3,153,1.96%,264,791,0.00%,7.14%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,생산관리솔루션,확장검색,KRW,3,263,1.14%,263,788,0.00%,10.34%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,냉동물류,확장검색,KRW,3,155,1.94%,260,780,0.00%,6.25%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,배송관리,확장검색,KRW,3,106,2.83%,264,791,2.13%,10.64%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,DM발송업체,확장검색,KRW,3,57,5.26%,212,637,12.50%,12.50%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,배송대행지,확장검색,KRW,3,699,0.43%,248,743,0.00%,30.77%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,타오바오배송대행,확장검색,KRW,3,163,1.84%,238,715,5.56%,61.11%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,해외구매대행 방법,확장검색,KRW,3,"1,683",0.18%,252,755,1.92%,55.77%,0,0, --,0.00%
3_비주력 상품,③_기타,하역,확장검색,KRW,3,589,0.51%,231,693,0.00%,7.69%,0,0, --,0.00%
2_주력 상품,④_냉장냉동,냉매,확장검색,KRW,3,431,0.70%,220,659,26.32%,42.11%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,포워딩,확장검색,KRW,3,315,0.95%,268,804,9.09%,31.82%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,조립식소형창고,확장검색,KRW,3,"1,078",0.28%,279,837,18.18%,87.88%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,3PL가격,확장검색,KRW,3,120,2.50%,279,838,0.00%,19.74%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,선박운송,확장검색,KRW,3,"1,231",0.24%,267,800,0.00%,16.67%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,해외특송,확장검색,KRW,3,60,5.00%,266,798,11.11%,88.89%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,해외판매대행,확장검색,KRW,3,247,1.21%,263,788,0.00%,38.71%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,국제배송,확장검색,KRW,3,169,1.78%,276,828,30.43%,78.26%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,운송장출력,확장검색,KRW,3,134,2.24%,298,895,0.00%,26.09%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,전자상거래물류,확장검색,KRW,3,107,2.80%,249,746,3.23%,17.74%,0,0, --,0.00%
3_비주력 상품,①_창고,창고 매물,확장검색,KRW,3,810,0.37%,353,1058,5.80%,36.23%,0,0, --,0.00%
3_비주력 상품,①_창고,공장 창고 임대,확장검색,KRW,3,"1,139",0.26%,280,839,3.45%,27.59%,0,0, --,0.00%
3_비주력 상품,①_창고,청주창고,확장검색,KRW,3,128,2.34%,285,856,0.00%,45.45%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,한국 구매대행,확장검색,KRW,2,168,1.19%,236,471,0.00%,18.18%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,재고관리프로그램,확장검색,KRW,2,361,0.55%,264,527,0.00%,8.33%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,식품물류,확장검색,KRW,2,139,1.44%,288,575,1.75%,10.53%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류관리솔루션,확장검색,KRW,2,50,4.00%,253,506,0.00%,27.78%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,DM발송,확장검색,KRW,2,120,1.67%,40,79,0.00%,28.57%,0,0, --,0.00%
3_비주력 상품,③_기타,ea,확장검색,KRW,2,466,0.43%,284,567,25.00%,95.83%,0,0, --,0.00%
3_비주력 상품,③_기타,쿠팡출고,확장검색,KRW,2,208,0.96%,285,570,0,0,0,0, --,0.00%
3_비주력 상품,③_기타,물류관리사,확장검색,KRW,2,714,0.28%,283,566,0.00%,15.38%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,우체국택배 해외배송,확장검색,KRW,2,107,1.87%,246,491,12.90%,77.42%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,위킵,구문검색,KRW,2,26,7.69%,263,525,8.33%,66.67%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,ems 국제택배,확장검색,KRW,2,93,2.15%,292,584,16.13%,83.87%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,양산물류,확장검색,KRW,2,130,1.54%,165,329,25.00%,50.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,발주시스템,확장검색,KRW,2,121,1.65%,227,453,0.00%,13.16%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,국내물류회사,확장검색,KRW,2,220,0.91%,261,521,0.00%,8.96%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류컨설팅,확장검색,KRW,2,121,1.65%,223,446,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류센터관리,확장검색,KRW,2,71,2.82%,257,514,0.00%,9.09%,0,0, --,0.00%
3_비주력 상품,②_택배,물류창고택배,확장검색,KRW,2,270,0.74%,379,758,11.11%,55.56%,0,0, --,0.00%
3_비주력 상품,②_택배,대형 택배,확장검색,KRW,2,232,0.86%,277,554,0.00%,66.67%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,의류3PL,확장검색,KRW,2,39,5.13%,255,510,0.00%,22.22%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류창고대여,확장검색,KRW,2,22,9.09%,233,465,0.00%,18.18%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,가구물류,확장검색,KRW,2,377,0.53%,253,506,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,냉동냉장창고,확장검색,KRW,2,110,1.82%,230,460,3.28%,14.75%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,수축포장,확장검색,KRW,2,278,0.72%,272,543,0.00%,33.33%,0,0, --,0.00%
2_주력 상품,④_냉장냉동,아이스젤,확장검색,KRW,2,135,1.48%,266,531,0.00%,33.33%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,알리바바대행,확장검색,KRW,2,123,1.63%,236,472,3.45%,31.03%,0,0, --,0.00%
3_비주력 상품,②_택배,해외택배보내기,확장검색,KRW,2,426,0.47%,295,589,14.29%,78.57%,0,0, --,0.00%
3_비주력 상품,②_택배,cu택배,확장검색,KRW,2,168,1.19%,288,576,0,0,0,0, --,0.00%
2_주력 상품,①_풀필먼트,임대창고,확장검색,KRW,2,310,0.65%,206,412,2.27%,13.64%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,라벨작업,확장검색,KRW,2,352,0.57%,150,299,0.00%,100.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,품고,구문검색,KRW,2,42,4.76%,289,578,4.76%,57.14%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류자동화 사례,확장검색,KRW,2,97,2.06%,252,504,0.00%,23.08%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,한국 배송대행,확장검색,KRW,2,148,1.35%,280,559,9.09%,63.64%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,3PL비용,확장검색,KRW,2,100,2.00%,165,329,0.00%,8.20%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,재고관리엑셀,확장검색,KRW,2,817,0.24%,280,560,0.00%,25.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,경기도광주창고,확장검색,KRW,2,25,8.00%,164,328,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류창고설계,확장검색,KRW,2,25,8.00%,199,398,0.00%,14.29%,0,0, --,0.00%
2_주력 상품,④_냉장냉동,냉장냉동 물류,확장검색,KRW,2,318,0.63%,259,518,1.79%,8.93%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,우체국 ems,확장검색,KRW,2,351,0.57%,152,304,0.00%,66.67%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,위탁판매사이트,확장검색,KRW,2,555,0.36%,220,440,0.00%,4.00%,0,0, --,0.00%
3_비주력 상품,③_기타,수축포장기,확장검색,KRW,2,688,0.29%,291,582,0.00%,71.43%,0,0, --,0.00%
3_비주력 상품,③_기타,완충재,확장검색,KRW,2,262,0.76%,288,576,16.67%,66.67%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,3PL기업,확장검색,KRW,2,75,2.67%,260,519,2.70%,13.51%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,3PL사업,확장검색,KRW,2,42,4.76%,260,519,0.00%,19.35%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,항공화물운송,확장검색,KRW,2,108,1.85%,292,583,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,실링기계,확장검색,KRW,2,590,0.34%,269,537,0.00%,16.67%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류대행업체,확장검색,KRW,2,6,33.33%,266,532,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,창고비용,확장검색,KRW,2,189,1.06%,280,560,4.55%,18.18%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,남대문사입,확장검색,KRW,2,82,2.44%,210,419,0,0,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류센터시스템,확장검색,KRW,2,139,1.44%,264,527,0.00%,22.58%,0,0, --,0.00%
3_비주력 상품,③_기타,스토리지,확장검색,KRW,2,785,0.25%,393,785,0.00%,44.64%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,쇼핑몰통합관리,확장검색,KRW,2,170,1.18%,267,533,0.00%,9.09%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,당일배송,확장검색,KRW,2,268,0.75%,205,409,4.08%,34.69%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,창고컨테이너,확장검색,KRW,2,327,0.61%,263,525,14.29%,71.43%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,쇼핑몰배송,확장검색,KRW,2,152,1.32%,288,576,6.98%,27.91%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,의류물류,확장검색,KRW,2,46,4.35%,237,473,0.00%,0.00%,0,0, --,0.00%
3_비주력 상품,①_창고,서울창고임대,확장검색,KRW,2,31,6.45%,382,764,12.50%,37.50%,0,0, --,0.00%
3_비주력 상품,①_창고,파주창고,확장검색,KRW,2,163,1.23%,162,324,0.00%,50.00%,0,0, --,0.00%
3_비주력 상품,①_창고,광주창고,확장검색,KRW,2,102,1.96%,273,546,4.55%,54.55%,0,0, --,0.00%
3_비주력 상품,①_창고,김포창고,확장검색,KRW,2,91,2.20%,382,763,5.56%,50.00%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,국제택배,확장검색,KRW,1,646,0.15%,274,274,6.52%,69.57%,0,0, --,0.00%
3_비주력 상품,②_택배,저렴한택배,확장검색,KRW,1,179,0.56%,297,297,0.00%,100.00%,0,0, --,0.00%
3_비주력 상품,③_기타,임가공,확장검색,KRW,1,133,0.75%,296,296,0.00%,11.76%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,우체국 소포,확장검색,KRW,1,252,0.40%,157,157,0.00%,35.71%,0,0, --,0.00%
3_비주력 상품,③_기타,로지스올,확장검색,KRW,1,68,1.47%,292,292,20.00%,60.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,포장회사,확장검색,KRW,1,21,4.76%,300,300,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,냉동물류창고,확장검색,KRW,1,75,1.33%,269,269,3.33%,26.67%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,공간대여,확장검색,KRW,1,109,0.92%,172,172,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,국제물류,확장검색,KRW,1,181,0.55%,285,285,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,짐보관소,확장검색,KRW,1,143,0.70%,213,213,0.00%,33.33%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류재고관리,확장검색,KRW,1,95,1.05%,228,228,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,제3자물류,확장검색,KRW,1,32,3.13%,263,263,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,소분업체,확장검색,KRW,1,38,2.63%,266,266,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,국내물류업체,확장검색,KRW,1,32,3.13%,279,279,0.00%,28.57%,0,0, --,0.00%
2_주력 상품,④_냉장냉동,신선식품물류,확장검색,KRW,1,111,0.90%,269,269,0.00%,7.41%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,구매대행 서비스,확장검색,KRW,1,155,0.65%,207,207,0.00%,5.88%,0,0, --,0.00%
3_비주력 상품,②_택배,홈쇼핑택배,확장검색,KRW,1,339,0.29%,275,275,0.00%,11.11%,0,0, --,0.00%
3_비주력 상품,③_기타,카페24,확장검색,KRW,1,"1,039",0.10%,288,288,0.00%,0.00%,0,0, --,0.00%
3_비주력 상품,③_기타,B2B도매몰,확장검색,KRW,1,177,0.56%,293,293,0.00%,23.53%,0,0, --,0.00%
3_비주력 상품,③_기타,도매꾹,확장검색,KRW,1,178,0.56%,298,298,0.00%,66.67%,0,0, --,0.00%
3_비주력 상품,②_택배,드라이아이스,구문검색,KRW,1,160,0.63%,222,222,0,0,0,0, --,0.00%
3_비주력 상품,②_택배,택배프로그램,확장검색,KRW,1,247,0.40%,280,280,0.00%,50.00%,0,0, --,0.00%
3_비주력 상품,②_택배,인천택배,확장검색,KRW,1,74,1.35%,522,522,0.00%,33.33%,0,0, --,0.00%
3_비주력 상품,③_기타,에어팩,확장검색,KRW,1,80,1.25%,299,299,0.00%,66.67%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,소형창고,확장검색,KRW,1,253,0.40%,293,293,18.18%,81.82%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,재고판매관리,확장검색,KRW,1,66,1.52%,256,256,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,저장창고,확장검색,KRW,1,193,0.52%,246,246,0.00%,33.33%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,재고창고,확장검색,KRW,1,32,3.13%,278,278,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,해외운송,확장검색,KRW,1,105,0.95%,257,257,0.00%,22.22%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,직구 사이트 추천,확장검색,KRW,1,327,0.31%,225,225,10.34%,89.66%,0,0, --,0.00%
3_비주력 상품,②_택배,빠른택배,확장검색,KRW,1,345,0.29%,175,175,12.50%,50.00%,0,0, --,0.00%
3_비주력 상품,②_택배,안성택배,확장검색,KRW,1,8,12.50%,297,297,0,0,0,0, --,0.00%
3_비주력 상품,③_기타,상품등록대행,확장검색,KRW,1,147,0.68%,295,295,0,0,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,4PL업체,확장검색,KRW,1,139,0.72%,226,226,2.38%,21.43%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,3PL물류비용,확장검색,KRW,1,13,7.69%,199,199,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,고양물류,확장검색,KRW,1,301,0.33%,196,196,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,하남물류,확장검색,KRW,1,224,0.45%,285,285,1.35%,13.51%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,포장전문,확장검색,KRW,1,226,0.44%,262,262,4.55%,18.18%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,재고관리시스템,확장검색,KRW,1,142,0.70%,295,295,0.00%,9.38%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,냉장창고임대,확장검색,KRW,1,51,1.96%,262,262,0.00%,9.52%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,단기창고,확장검색,KRW,1,20,5.00%,283,283,0.00%,28.57%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,창고임대료,확장검색,KRW,1,32,3.13%,271,271,0,0,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,쇼피,확장검색,KRW,1,993,0.10%,289,289,3.23%,58.06%,0,0, --,0.00%
3_비주력 상품,②_택배,부산택배,확장검색,KRW,1,44,2.27%,256,256,0.00%,50.00%,0,0, --,0.00%
3_비주력 상품,②_택배,에어캡,구문검색,KRW,1,122,0.82%,299,299,14.29%,100.00%,0,0, --,0.00%
3_비주력 상품,②_택배,뽁뽁이,구문검색,KRW,1,733,0.14%,286,286,0.00%,72.73%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,국내 배송대행,확장검색,KRW,1,145,0.69%,296,296,16.67%,16.67%,0,0, --,0.00%
3_비주력 상품,②_택배,파주택배,확장검색,KRW,1,13,7.69%,276,276,0,0,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,3PL택배,확장검색,KRW,1,64,1.56%,248,248,0.00%,18.37%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,해상운송,확장검색,KRW,1,329,0.30%,289,289,0.00%,25.93%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,창고견적,확장검색,KRW,1,249,0.40%,284,284,0.00%,100.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,냉장배송,확장검색,KRW,1,33,3.03%,295,295,6.67%,13.33%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,국내물류센터,확장검색,KRW,1,19,5.26%,247,247,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,페덱스,확장검색,KRW,1,215,0.47%,91,91,0.00%,50.00%,0,0, --,0.00%
3_비주력 상품,②_택배,택배할인,확장검색,KRW,1,76,1.32%,284,284,0.00%,100.00%,0,0, --,0.00%
3_비주력 상품,③_기타,공동구매,확장검색,KRW,1,"2,261",0.04%,285,285,0.00%,57.14%,0,0, --,0.00%
3_비주력 상품,③_기타,위탁판매,확장검색,KRW,1,"1,563",0.06%,296,296,0.00%,20.00%,0,0, --,0.00%
3_비주력 상품,③_기타,간이과세자,확장검색,KRW,1,"1,080",0.09%,281,281,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,보관창고,확장검색,KRW,1,98,1.02%,284,284,4.00%,16.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,수작업,확장검색,KRW,1,74,1.35%,289,289,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,타오바오주문방법,확장검색,KRW,1,145,0.69%,291,291,33.33%,100.00%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,쇼피코리아,확장검색,KRW,1,178,0.56%,239,239,0.00%,60.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,자재창고,확장검색,KRW,1,339,0.29%,226,226,0.00%,45.45%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,냉동창고임대,확장검색,KRW,1,24,4.17%,222,222,0.00%,0.00%,0,0, --,0.00%
3_비주력 상품,②_택배,쇼핑몰택배,확장검색,KRW,1,177,0.56%,270,270,5.56%,22.22%,0,0, --,0.00%
3_비주력 상품,③_기타,까대기,확장검색,KRW,1,225,0.44%,233,233,0,0,0,0, --,0.00%
3_비주력 상품,③_기타,oem,확장검색,KRW,1,429,0.23%,207,207,0.00%,34.48%,0,0, --,0.00%
3_비주력 상품,③_기타,이지어드민,확장검색,KRW,1,30,3.33%,272,272,0,0,0,0, --,0.00%
2_주력 상품,①_풀필먼트,배송관리시스템,확장검색,KRW,1,41,2.44%,276,276,3.45%,20.69%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류아웃소싱,확장검색,KRW,1,20,5.00%,231,231,0.00%,20.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,편의점물류센터,확장검색,KRW,1,182,0.55%,273,273,0,0,0,0, --,0.00%
2_주력 상품,①_풀필먼트,경품발송,확장검색,KRW,1,1,100.00%,217,217,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,유통물류센터,확장검색,KRW,1,12,8.33%,296,296,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,③_3PL/4PL,평택창고,확장검색,KRW,1,14,7.14%,246,246,0,0,0,0, --,0.00%
2_주력 상품,④_냉장냉동,친환경냉매,확장검색,KRW,1,11,9.09%,248,248,50.00%,75.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,계약물류,확장검색,KRW,1,66,1.52%,278,278,10.00%,30.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류자동화 설비 업체,확장검색,KRW,1,83,1.20%,262,262,0.00%,25.00%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,국제물류,확장검색,KRW,1,234,0.43%,251,251,0.00%,24.00%,0,0, --,0.00%
3_비주력 상품,③_기타,서울우체국택배,확장검색,KRW,1,38,2.63%,500,500,11.76%,64.71%,0,0, --,0.00%
2_주력 상품,④_냉장냉동,콜드체인창고,확장검색,KRW,1,25,4.00%,264,264,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,사방넷,확장검색,KRW,1,90,1.11%,124,124,0.00%,90.48%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,통합솔루션,확장검색,KRW,1,255,0.39%,260,260,0.00%,10.42%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류대행서비스,확장검색,KRW,1,24,4.17%,253,253,5.88%,11.76%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,3자물류업체,확장검색,KRW,1,19,5.26%,276,276,0.00%,10.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류비용,확장검색,KRW,1,69,1.45%,236,236,0.00%,20.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,식품배송,확장검색,KRW,1,96,1.04%,195,195,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,종합물류회사,확장검색,KRW,1,118,0.85%,37,37,16.67%,58.33%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류창고건축,확장검색,KRW,1,106,0.94%,259,259,0.00%,0.00%,0,0, --,0.00%
3_비주력 상품,①_창고,경남창고,확장검색,KRW,1,104,0.96%,300,300,0.00%,27.27%,0,0, --,0.00%
3_비주력 상품,①_창고,남양주창고임대,확장검색,KRW,1,75,1.33%,284,284,0.00%,28.57%,0,0, --,0.00%
3_비주력 상품,①_창고,청주창고임대,확장검색,KRW,1,27,3.70%,283,283,0.00%,33.33%,0,0, --,0.00%
3_비주력 상품,①_창고,인천창고,확장검색,KRW,1,390,0.26%,491,491,0.00%,33.78%,0,0, --,0.00%
3_비주력 상품,①_창고,고양창고,확장검색,KRW,1,53,1.89%,235,235,0.00%,57.14%,0,0, --,0.00%
3_비주력 상품,①_창고,경기광주창고,확장검색,KRW,1,38,2.63%,437,437,0,0,0,0, --,0.00%
3_비주력 상품,①_창고,파주창고임대,확장검색,KRW,1,132,0.76%,447,447,5.56%,33.33%,0,0, --,0.00%
3_비주력 상품,①_창고,경북창고,확장검색,KRW,1,63,1.59%,487,487,0.00%,50.00%,0,0, --,0.00%
3_비주력 상품,①_창고,인천창고임대,확장검색,KRW,1,54,1.85%,398,398,0.00%,45.45%,0,0, --,0.00%
3_비주력 상품,①_창고,안성창고임대,확장검색,KRW,1,20,5.00%,498,498,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,wms 창고관리시스템,확장검색,KRW,1,113,0.88%,271,271,1.96%,21.57%,0,0, --,0.00%
3_비주력 상품,①_창고,양산창고,확장검색,KRW,1,38,2.63%,289,289,0.00%,11.11%,0,0, --,0.00%
3_비주력 상품,①_창고,김포창고임대,확장검색,KRW,1,26,3.85%,399,399,0.00%,12.50%,0,0, --,0.00%
3_비주력 상품,①_창고,남양주창고,확장검색,KRW,1,291,0.34%,299,299,0.00%,38.46%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류창고가격,확장검색,KRW,1,30,3.33%,265,265,0.00%,37.50%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,물류 자동화 설비,확장검색,KRW,1,115,0.87%,260,260,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,드롭쉬핑,확장검색,KRW,1,15,6.67%,196,196,0.00%,18.18%,0,0, --,0.00%
2_주력 상품,①_풀필먼트,신선배송,확장검색,KRW,1,1,100.00%,234,234,0.00%,0.00%,0,0, --,0.00%
2_주력 상품,②_드랍쉬핑,해외구매대행,일치검색,KRW,1,2,50.00%,199,199,0.00%,0.00%,0,0, --,0.00%
1_브랜드 키워드,택배대행,고무 고무,확장검색,KRW,0,0,0, --,0,0,0,0,0, --,0
구글 검색어 광고 202106,콜드체인,내일 배움 카드 학원 종류,확장검색,KRW,0,0,0, --,0,0,0,0,0, --,0
구글 검색어 광고 202106,콜드체인,평생 교육,확장검색,KRW,0,0,0, --,0,0,0,0,0, --,0
1_브랜드 키워드,풀필먼트,예쁜 집 인테리어,구문검색,KRW,0,0,0, --,0,0,0,0,0, --,0
1_브랜드 키워드,풀필먼트,옷장 정리,구문검색,KRW,0,0,0, --,0,0,0,0,0, --,0
1_브랜드 키워드,콜드체인,가게 창업,확장검색,KRW,0,0,0, --,0,0,0,0,0, --,0
구글 검색어 광고 202106,콜드체인,서버 호스팅,확장검색,KRW,0,0,0, --,0,0,0,0,0, --,0
구글 검색어 광고 202106,콜드체인,여성 바지,확장검색,KRW,0,0,0, --,0,0,0,0,0, --,0
구글 검색어 광고 202106,콜드체인,건조기 가격,확장검색,KRW,0,0,0, --,0,0,0,0,0, --,0
1_브랜드 키워드,풀필먼트,저렴한 중고차,구문검색,KRW,0,0,0, --,0,0,0,0,0, --,0
1_브랜드 키워드,콜드체인,아크릴 수지,확장검색,KRW,0,0,0, --,0,0,0,0,0, --,0
